"country","date","vaccines","daily_vaccinations"
"Mexico","1/1/2021","Pfizer/BioNTech","4051"
"Mexico","1/2/2021","Pfizer/BioNTech","4407"
"Mexico","1/3/2021","Pfizer/BioNTech","4763"
"Mexico","1/4/2021","Pfizer/BioNTech","4912"
"Mexico","1/5/2021","Pfizer/BioNTech","4244"
"Mexico","1/6/2021","Pfizer/BioNTech","4027"
"Mexico","1/7/2021","Pfizer/BioNTech","4230"
"Mexico","1/8/2021","Pfizer/BioNTech","4984"
"Mexico","1/9/2021","Pfizer/BioNTech","5488"
"Mexico","1/10/2021","Pfizer/BioNTech","5876"
"Mexico","1/11/2021","Pfizer/BioNTech","6157"
"Mexico","1/12/2021","Pfizer/BioNTech","6378"
"Mexico","1/13/2021","Pfizer/BioNTech","19912"
"Mexico","1/14/2021","Pfizer/BioNTech","38797"
"Mexico","1/15/2021","Pfizer/BioNTech","49987"
"Mexico","1/16/2021","Pfizer/BioNTech","55493"
"Mexico","1/17/2021","Pfizer/BioNTech","55835"
"Mexico","1/18/2021","Pfizer/BioNTech","57924"
"Mexico","1/19/2021","Pfizer/BioNTech","57892"
"Mexico","1/20/2021","Pfizer/BioNTech","44066"
"Mexico","1/21/2021","Pfizer/BioNTech","31765"
"Mexico","1/22/2021","Pfizer/BioNTech","28205"
"Mexico","1/23/2021","Pfizer/BioNTech","22217"
"Mexico","1/24/2021","Pfizer/BioNTech","22498"
"Mexico","1/25/2021","Pfizer/BioNTech","21797"
"Netherlands","1/6/2021","Moderna, Pfizer/BioNTech","6762"
"Netherlands","1/7/2021","Moderna, Pfizer/BioNTech","9000"
"Netherlands","1/8/2021","Moderna, Pfizer/BioNTech","10500"
"Netherlands","1/9/2021","Moderna, Pfizer/BioNTech","8000"
"Netherlands","1/10/2021","Moderna, Pfizer/BioNTech","7000"
"Netherlands","1/11/2021","Moderna, Pfizer/BioNTech","5900"
"Netherlands","1/12/2021","Moderna, Pfizer/BioNTech","6500"
"Netherlands","1/13/2021","Moderna, Pfizer/BioNTech","5857"
"Netherlands","1/14/2021","Moderna, Pfizer/BioNTech","5143"
"Netherlands","1/15/2021","Moderna, Pfizer/BioNTech","4000"
"Netherlands","1/16/2021","Moderna, Pfizer/BioNTech","5143"
"Netherlands","1/17/2021","Moderna, Pfizer/BioNTech","6143"
"Netherlands","1/18/2021","Moderna, Pfizer/BioNTech","7024"
"Netherlands","1/19/2021","Moderna, Pfizer/BioNTech","6762"
"Netherlands","1/20/2021","Moderna, Pfizer/BioNTech","7571"
"Netherlands","1/21/2021","Moderna, Pfizer/BioNTech","9500"
"Netherlands","1/22/2021","Moderna, Pfizer/BioNTech","11429"
"Northern Ireland","12/13/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2135"
"Northern Ireland","12/14/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1778"
"Northern Ireland","12/15/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1778"
"Northern Ireland","12/16/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1778"
"Northern Ireland","12/17/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1778"
"Northern Ireland","12/18/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1778"
"Northern Ireland","12/19/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1778"
"Northern Ireland","12/20/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1778"
"Northern Ireland","12/21/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1829"
"Northern Ireland","12/22/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1880"
"Northern Ireland","12/23/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1931"
"Northern Ireland","12/24/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1982"
"Northern Ireland","12/25/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2033"
"Northern Ireland","12/26/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2084"
"Northern Ireland","12/27/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2135"
"Northern Ireland","12/28/2020","Oxford/AstraZeneca, Pfizer/BioNTech","2054"
"Northern Ireland","12/29/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1972"
"Northern Ireland","12/30/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1890"
"Northern Ireland","12/31/2020","Oxford/AstraZeneca, Pfizer/BioNTech","1808"
"Northern Ireland","1/1/2021","Oxford/AstraZeneca, Pfizer/BioNTech","1726"
"Northern Ireland","1/2/2021","Oxford/AstraZeneca, Pfizer/BioNTech","1645"
"Northern Ireland","1/3/2021","Oxford/AstraZeneca, Pfizer/BioNTech","1563"
"Northern Ireland","1/4/2021","Oxford/AstraZeneca, Pfizer/BioNTech","2360"
"Northern Ireland","1/5/2021","Oxford/AstraZeneca, Pfizer/BioNTech","3157"
"Northern Ireland","1/6/2021","Oxford/AstraZeneca, Pfizer/BioNTech","3954"
"Northern Ireland","1/7/2021","Oxford/AstraZeneca, Pfizer/BioNTech","4751"
"Northern Ireland","1/8/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5548"
"Northern Ireland","1/9/2021","Oxford/AstraZeneca, Pfizer/BioNTech","6345"
"Northern Ireland","1/10/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7143"
"Northern Ireland","1/11/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7197"
"Northern Ireland","1/12/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7574"
"Northern Ireland","1/13/2021","Oxford/AstraZeneca, Pfizer/BioNTech","8332"
"Northern Ireland","1/14/2021","Oxford/AstraZeneca, Pfizer/BioNTech","9044"
"Northern Ireland","1/15/2021","Oxford/AstraZeneca, Pfizer/BioNTech","8530"
"Northern Ireland","1/16/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7964"
"Northern Ireland","1/17/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7826"
"Northern Ireland","1/18/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7852"
"Northern Ireland","1/19/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7306"
"Northern Ireland","1/20/2021","Oxford/AstraZeneca, Pfizer/BioNTech","6404"
"Northern Ireland","1/21/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5674"
"Northern Ireland","1/22/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5664"
"Northern Ireland","1/23/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5396"
"Northern Ireland","1/24/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5089"
"Norway","12/27/2020","Pfizer/BioNTech","2958"
"Norway","12/28/2020","Pfizer/BioNTech","600"
"Norway","12/29/2020","Pfizer/BioNTech","834"
"Norway","12/30/2020","Pfizer/BioNTech","697"
"Norway","12/31/2020","Pfizer/BioNTech","540"
"Norway","1/1/2021","Pfizer/BioNTech","434"
"Norway","1/2/2021","Pfizer/BioNTech","361"
"Norway","1/3/2021","Pfizer/BioNTech","310"
"Norway","1/4/2021","Pfizer/BioNTech","224"
"Norway","1/5/2021","Pfizer/BioNTech","560"
"Norway","1/6/2021","Pfizer/BioNTech","1772"
"Norway","1/7/2021","Pfizer/BioNTech","2696"
"Norway","1/8/2021","Pfizer/BioNTech","2924"
"Norway","1/9/2021","Pfizer/BioNTech","2942"
"Norway","1/10/2021","Pfizer/BioNTech","2958"
"Norway","1/11/2021","Pfizer/BioNTech","3006"
"Norway","1/12/2021","Pfizer/BioNTech","3105"
"Norway","1/13/2021","Pfizer/BioNTech","3201"
"Norway","1/14/2021","Pfizer/BioNTech","3447"
"Norway","1/15/2021","Pfizer/BioNTech","3847"
"Norway","1/16/2021","Pfizer/BioNTech","3929"
"Norway","1/17/2021","Pfizer/BioNTech","3955"
"Norway","1/18/2021","Pfizer/BioNTech","4120"
"Norway","1/19/2021","Pfizer/BioNTech","4276"
"Norway","1/20/2021","Pfizer/BioNTech","4356"
"Norway","1/21/2021","Pfizer/BioNTech","4303"
"Norway","1/22/2021","Pfizer/BioNTech","4109"
"Norway","1/23/2021","Pfizer/BioNTech","4059"
"Norway","1/24/2021","Pfizer/BioNTech","4027"
"Oman","12/28/2020","Pfizer/BioNTech","1192"
"Oman","12/29/2020","Pfizer/BioNTech","1646"
"Oman","12/30/2020","Pfizer/BioNTech","1663"
"Oman","12/31/2020","Pfizer/BioNTech","1600"
"Oman","1/1/2021","Pfizer/BioNTech","1289"
"Oman","1/2/2021","Pfizer/BioNTech","1103"
"Oman","1/3/2021","Pfizer/BioNTech","1185"
"Oman","1/4/2021","Pfizer/BioNTech","1287"
"Oman","1/5/2021","Pfizer/BioNTech","1341"
"Oman","1/6/2021","Pfizer/BioNTech","1280"
"Oman","1/7/2021","Pfizer/BioNTech","1199"
"Oman","1/8/2021","Pfizer/BioNTech","1158"
"Oman","1/9/2021","Pfizer/BioNTech","1113"
"Oman","1/10/2021","Pfizer/BioNTech","1012"
"Oman","1/11/2021","Pfizer/BioNTech","1080"
"Oman","1/12/2021","Pfizer/BioNTech","1128"
"Oman","1/13/2021","Pfizer/BioNTech","1249"
"Oman","1/14/2021","Pfizer/BioNTech","1328"
"Oman","1/15/2021","Pfizer/BioNTech","1358"
"Oman","1/16/2021","Pfizer/BioNTech","1393"
"Oman","1/17/2021","Pfizer/BioNTech","1363"
"Oman","1/18/2021","Pfizer/BioNTech","1210"
"Oman","1/19/2021","Pfizer/BioNTech","1057"
"Oman","1/20/2021","Pfizer/BioNTech","971"
"Oman","1/21/2021","Pfizer/BioNTech","817"
"Oman","1/22/2021","Pfizer/BioNTech","830"
"Oman","1/23/2021","Pfizer/BioNTech","843"
"Oman","1/24/2021","Pfizer/BioNTech","1046"
"Panama","1/19/2021","Pfizer/BioNTech","1324"
"Panama","1/20/2021","Pfizer/BioNTech","6"
"Panama","1/21/2021","Pfizer/BioNTech","1364"
"Panama","1/22/2021","Pfizer/BioNTech","1694"
"Panama","1/23/2021","Pfizer/BioNTech","1398"
"Panama","1/24/2021","Pfizer/BioNTech","1284"
"Poland","12/28/2020","Pfizer/BioNTech","22702.5"
"Poland","12/29/2020","Pfizer/BioNTech","4300"
"Poland","12/30/2020","Pfizer/BioNTech","17150"
"Poland","12/31/2020","Pfizer/BioNTech","15200"
"Poland","1/1/2021","Pfizer/BioNTech","11749"
"Poland","1/2/2021","Pfizer/BioNTech","9678"
"Poland","1/3/2021","Pfizer/BioNTech","8139"
"Poland","1/4/2021","Pfizer/BioNTech","12889"
"Poland","1/5/2021","Pfizer/BioNTech","19132"
"Poland","1/6/2021","Pfizer/BioNTech","17723"
"Poland","1/7/2021","Pfizer/BioNTech","20194"
"Poland","1/8/2021","Pfizer/BioNTech","21399"
"Poland","1/9/2021","Pfizer/BioNTech","21376"
"Poland","1/10/2021","Pfizer/BioNTech","21746"
"Poland","1/11/2021","Pfizer/BioNTech","23659"
"Poland","1/12/2021","Pfizer/BioNTech","24199"
"Poland","1/13/2021","Pfizer/BioNTech","29836"
"Poland","1/14/2021","Pfizer/BioNTech","31646"
"Poland","1/15/2021","Pfizer/BioNTech","34025"
"Poland","1/16/2021","Pfizer/BioNTech","36754"
"Poland","1/17/2021","Pfizer/BioNTech","38059"
"Poland","1/18/2021","Pfizer/BioNTech","33904"
"Poland","1/19/2021","Pfizer/BioNTech","33087"
"Poland","1/20/2021","Pfizer/BioNTech","31796"
"Poland","1/21/2021","Pfizer/BioNTech","33503"
"Poland","1/22/2021","Pfizer/BioNTech","35331"
"Poland","1/23/2021","Pfizer/BioNTech","34837"
"Poland","1/24/2021","Pfizer/BioNTech","34001"
"Portugal","12/27/2020","Pfizer/BioNTech","5944"
"Portugal","12/28/2020","Pfizer/BioNTech","2791"
"Portugal","12/29/2020","Pfizer/BioNTech","7702"
"Portugal","12/30/2020","Pfizer/BioNTech","8527"
"Portugal","12/31/2020","Pfizer/BioNTech","6946"
"Portugal","1/1/2021","Pfizer/BioNTech","5557"
"Portugal","1/2/2021","Pfizer/BioNTech","4631"
"Portugal","1/3/2021","Pfizer/BioNTech","3970"
"Portugal","1/4/2021","Pfizer/BioNTech","3702"
"Portugal","1/5/2021","Pfizer/BioNTech","3724"
"Portugal","1/6/2021","Pfizer/BioNTech","4416"
"Portugal","1/7/2021","Pfizer/BioNTech","5572"
"Portugal","1/8/2021","Pfizer/BioNTech","5929"
"Portugal","1/9/2021","Pfizer/BioNTech","5943"
"Portugal","1/10/2021","Pfizer/BioNTech","5949"
"Portugal","1/11/2021","Pfizer/BioNTech","5944"
"Portugal","1/12/2021","Pfizer/BioNTech","5676"
"Portugal","1/13/2021","Pfizer/BioNTech","5501"
"Portugal","1/14/2021","Pfizer/BioNTech","5623"
"Portugal","1/15/2021","Pfizer/BioNTech","6335"
"Portugal","1/16/2021","Pfizer/BioNTech","6540"
"Portugal","1/17/2021","Pfizer/BioNTech","6701"
"Portugal","1/18/2021","Pfizer/BioNTech","7061"
"Portugal","1/19/2021","Pfizer/BioNTech","8896"
"Portugal","1/20/2021","Pfizer/BioNTech","11058"
"Portugal","1/21/2021","Pfizer/BioNTech","14194"
"Portugal","1/22/2021","Pfizer/BioNTech","16876"
"Portugal","1/23/2021","Pfizer/BioNTech","18770"
"Portugal","1/24/2021","Pfizer/BioNTech","19200"
"Romania","12/28/2020","Pfizer/BioNTech","13030"
"Romania","12/29/2020","Pfizer/BioNTech","712"
"Romania","12/30/2020","Pfizer/BioNTech","1800"
"Romania","12/31/2020","Pfizer/BioNTech","2741"
"Romania","1/1/2021","Pfizer/BioNTech","2398"
"Romania","1/2/2021","Pfizer/BioNTech","2235"
"Romania","1/3/2021","Pfizer/BioNTech","1922"
"Romania","1/4/2021","Pfizer/BioNTech","3349"
"Romania","1/5/2021","Pfizer/BioNTech","5547"
"Romania","1/6/2021","Pfizer/BioNTech","7555"
"Romania","1/7/2021","Pfizer/BioNTech","9444"
"Romania","1/8/2021","Pfizer/BioNTech","11579"
"Romania","1/9/2021","Pfizer/BioNTech","12723"
"Romania","1/10/2021","Pfizer/BioNTech","13528"
"Romania","1/11/2021","Pfizer/BioNTech","14240"
"Romania","1/12/2021","Pfizer/BioNTech","14120"
"Romania","1/13/2021","Pfizer/BioNTech","13673"
"Romania","1/14/2021","Pfizer/BioNTech","13030"
"Romania","1/15/2021","Pfizer/BioNTech","12995"
"Romania","1/16/2021","Pfizer/BioNTech","13398"
"Romania","1/17/2021","Pfizer/BioNTech","13824"
"Romania","1/18/2021","Pfizer/BioNTech","15721"
"Romania","1/19/2021","Pfizer/BioNTech","18514"
"Romania","1/20/2021","Pfizer/BioNTech","22017"
"Romania","1/21/2021","Pfizer/BioNTech","25783"
"Romania","1/22/2021","Pfizer/BioNTech","28895"
"Romania","1/23/2021","Pfizer/BioNTech","31828"
"Romania","1/24/2021","Pfizer/BioNTech","34461"
"Romania","1/25/2021","Pfizer/BioNTech","35627"
"Russia","12/15/2020","Sputnik V","23563"
"Russia","12/16/2020","Sputnik V","3357"
"Russia","12/17/2020","Sputnik V","3357"
"Russia","12/18/2020","Sputnik V","3357"
"Russia","12/19/2020","Sputnik V","3357"
"Russia","12/20/2020","Sputnik V","3357"
"Russia","12/21/2020","Sputnik V","3357"
"Russia","12/22/2020","Sputnik V","3357"
"Russia","12/23/2020","Sputnik V","12592"
"Russia","12/24/2020","Sputnik V","21827"
"Russia","12/25/2020","Sputnik V","31061"
"Russia","12/26/2020","Sputnik V","40296"
"Russia","12/27/2020","Sputnik V","49531"
"Russia","12/28/2020","Sputnik V","58765"
"Russia","12/29/2020","Sputnik V","68000"
"Russia","12/30/2020","Sputnik V","68000"
"Russia","12/31/2020","Sputnik V","68000"
"Russia","1/1/2021","Sputnik V","68000"
"Russia","1/2/2021","Sputnik V","68000"
"Russia","1/3/2021","Sputnik V","60883"
"Russia","1/4/2021","Sputnik V","53766"
"Russia","1/5/2021","Sputnik V","46649"
"Russia","1/6/2021","Sputnik V","39532"
"Russia","1/7/2021","Sputnik V","32416"
"Russia","1/8/2021","Sputnik V","25299"
"Russia","1/9/2021","Sputnik V","18182"
"Russia","1/10/2021","Sputnik V","18182"
"Russia","1/11/2021","Sputnik V","18182"
"Russia","1/12/2021","Sputnik V","18182"
"Russia","1/13/2021","Sputnik V","18182"
"Saudi Arabia","1/6/2021","Pfizer/BioNTech","16807.5"
"Saudi Arabia","1/7/2021","Pfizer/BioNTech","37862"
"Saudi Arabia","1/8/2021","Pfizer/BioNTech","23990"
"Saudi Arabia","1/9/2021","Pfizer/BioNTech","19366"
"Saudi Arabia","1/10/2021","Pfizer/BioNTech","17055"
"Saudi Arabia","1/11/2021","Pfizer/BioNTech","15667"
"Saudi Arabia","1/12/2021","Pfizer/BioNTech","16312"
"Saudi Arabia","1/13/2021","Pfizer/BioNTech","16772"
"Saudi Arabia","1/14/2021","Pfizer/BioNTech","14153"
"Saudi Arabia","1/15/2021","Pfizer/BioNTech","15498"
"Saudi Arabia","1/16/2021","Pfizer/BioNTech","16843"
"Saudi Arabia","1/17/2021","Pfizer/BioNTech","18187"
"Scotland","12/13/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5821"
"Scotland","12/14/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5821"
"Scotland","12/15/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5821"
"Scotland","12/16/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5821"
"Scotland","12/17/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5821"
"Scotland","12/18/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5821"
"Scotland","12/19/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5821"
"Scotland","12/20/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5821"
"Scotland","12/21/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5690"
"Scotland","12/22/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5558"
"Scotland","12/23/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5426"
"Scotland","12/24/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5295"
"Scotland","12/25/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5163"
"Scotland","12/26/2020","Oxford/AstraZeneca, Pfizer/BioNTech","5031"
"Scotland","12/27/2020","Oxford/AstraZeneca, Pfizer/BioNTech","4899"
"Scotland","12/28/2020","Oxford/AstraZeneca, Pfizer/BioNTech","4635"
"Scotland","12/29/2020","Oxford/AstraZeneca, Pfizer/BioNTech","4370"
"Scotland","12/30/2020","Oxford/AstraZeneca, Pfizer/BioNTech","4105"
"Scotland","12/31/2020","Oxford/AstraZeneca, Pfizer/BioNTech","3841"
"Scotland","1/1/2021","Oxford/AstraZeneca, Pfizer/BioNTech","3576"
"Scotland","1/2/2021","Oxford/AstraZeneca, Pfizer/BioNTech","3312"
"Scotland","1/3/2021","Oxford/AstraZeneca, Pfizer/BioNTech","3047"
"Scotland","1/4/2021","Oxford/AstraZeneca, Pfizer/BioNTech","3650"
"Scotland","1/5/2021","Oxford/AstraZeneca, Pfizer/BioNTech","4254"
"Scotland","1/6/2021","Oxford/AstraZeneca, Pfizer/BioNTech","4858"
"Scotland","1/7/2021","Oxford/AstraZeneca, Pfizer/BioNTech","5461"
"Scotland","1/8/2021","Oxford/AstraZeneca, Pfizer/BioNTech","6065"
"Scotland","1/9/2021","Oxford/AstraZeneca, Pfizer/BioNTech","6668"
"Scotland","1/10/2021","Oxford/AstraZeneca, Pfizer/BioNTech","7272"
"Scotland","1/11/2021","Oxford/AstraZeneca, Pfizer/BioNTech","8042"
"Scotland","1/12/2021","Oxford/AstraZeneca, Pfizer/BioNTech","9311"
"Scotland","1/13/2021","Oxford/AstraZeneca, Pfizer/BioNTech","10621"
"Scotland","1/14/2021","Oxford/AstraZeneca, Pfizer/BioNTech","11979"
"Scotland","1/15/2021","Oxford/AstraZeneca, Pfizer/BioNTech","12869"
"Scotland","1/16/2021","Oxford/AstraZeneca, Pfizer/BioNTech","13760"
"Scotland","1/17/2021","Oxford/AstraZeneca, Pfizer/BioNTech","14651"
"Scotland","1/18/2021","Oxford/AstraZeneca, Pfizer/BioNTech","15667"
"Scotland","1/19/2021","Oxford/AstraZeneca, Pfizer/BioNTech","17018"
"Scotland","1/20/2021","Oxford/AstraZeneca, Pfizer/BioNTech","18277"
"Scotland","1/21/2021","Oxford/AstraZeneca, Pfizer/BioNTech","19282"
"Scotland","1/22/2021","Oxford/AstraZeneca, Pfizer/BioNTech","20597"
"Scotland","1/23/2021","Oxford/AstraZeneca, Pfizer/BioNTech","22034"
"Scotland","1/24/2021","Oxford/AstraZeneca, Pfizer/BioNTech","21750"
"Serbia","1/8/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","2920"
"Serbia","1/9/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","1150"
"Serbia","1/10/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","1150"
"Serbia","1/11/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","1503"
"Serbia","1/12/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","1680"
"Serbia","1/13/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","1785"
"Serbia","1/14/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","1856"
"Serbia","1/15/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","2221"
"Serbia","1/16/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","2687"
"Serbia","1/17/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","3153"
"Serbia","1/18/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","3468"
"Serbia","1/19/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","3783"
"Serbia","1/20/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","4098"
"Serbia","1/21/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","9528"
"Serbia","1/22/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","13880"
"Serbia","1/23/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","19485"
"Serbia","1/24/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","26632"
"Serbia","1/25/2021","Pfizer/BioNTech, Sinopharm, Sputnik V","31534"
"Seychelles","1/9/2021","Sinopharm","1000"
"Seychelles","1/10/2021","Sinopharm","500"
"Seychelles","1/11/2021","Sinopharm","500"
"Seychelles","1/12/2021","Sinopharm","500"
"Seychelles","1/13/2021","Sinopharm","500"
"Seychelles","1/14/2021","Sinopharm","600"
"Seychelles","1/15/2021","Sinopharm","667"
"Seychelles","1/16/2021","Sinopharm","1000"
"Seychelles","1/17/2021","Sinopharm","1118"
"Seychelles","1/18/2021","Sinopharm","1236"
"Seychelles","1/19/2021","Sinopharm","1354"
"Seychelles","1/20/2021","Sinopharm","1595"
"Seychelles","1/21/2021","Sinopharm","1718"
"Seychelles","1/22/2021","Sinopharm","1841"
"Seychelles","1/23/2021","Sinopharm","1622"
"Singapore","1/11/2021","Pfizer/BioNTech","4907"
"Singapore","1/12/2021","Pfizer/BioNTech","2800"
"Singapore","1/13/2021","Pfizer/BioNTech","4090"
"Singapore","1/14/2021","Pfizer/BioNTech","4520"
"Singapore","1/15/2021","Pfizer/BioNTech","4735"
"Singapore","1/16/2021","Pfizer/BioNTech","4864"
"Singapore","1/17/2021","Pfizer/BioNTech","4950"
"Singapore","1/18/2021","Pfizer/BioNTech","5011"
"Singapore","1/19/2021","Pfizer/BioNTech","5380"
"Singapore","1/20/2021","Pfizer/BioNTech","5380"
"Singapore","1/21/2021","Pfizer/BioNTech","5380"
"Singapore","1/22/2021","Pfizer/BioNTech","5380"
"Slovakia","1/4/2021","Pfizer/BioNTech","5357"
"Slovakia","1/5/2021","Pfizer/BioNTech","425"
"Slovakia","1/6/2021","Pfizer/BioNTech","3309"
"Slovakia","1/7/2021","Pfizer/BioNTech","4544"
"Slovakia","1/8/2021","Pfizer/BioNTech","5137"
"Slovakia","1/9/2021","Pfizer/BioNTech","4456"
"Slovakia","1/10/2021","Pfizer/BioNTech","4221"
"Slovakia","1/11/2021","Pfizer/BioNTech","4174"
"Slovakia","1/12/2021","Pfizer/BioNTech","5616"
"Slovakia","1/13/2021","Pfizer/BioNTech","5661"
"Slovakia","1/14/2021","Pfizer/BioNTech","5685"
"Slovakia","1/15/2021","Pfizer/BioNTech","5744"
"Slovakia","1/16/2021","Pfizer/BioNTech","5669"
"Slovakia","1/17/2021","Pfizer/BioNTech","5241"
"Slovakia","1/18/2021","Pfizer/BioNTech","5968"
"Slovakia","1/19/2021","Pfizer/BioNTech","5473"
"Slovakia","1/20/2021","Pfizer/BioNTech","5585"
"Slovakia","1/21/2021","Pfizer/BioNTech","5535"
"Slovenia","1/3/2021","Pfizer/BioNTech","2374"
"Slovenia","1/4/2021","Pfizer/BioNTech","1270"
"Slovenia","1/5/2021","Pfizer/BioNTech","1484"
"Slovenia","1/6/2021","Pfizer/BioNTech","2110"
"Slovenia","1/7/2021","Pfizer/BioNTech","2601"
"Slovenia","1/8/2021","Pfizer/BioNTech","2718"
"Slovenia","1/9/2021","Pfizer/BioNTech","2333"
"Slovenia","1/10/2021","Pfizer/BioNTech","2087"
"Slovenia","1/11/2021","Pfizer/BioNTech","2183"
"Slovenia","1/12/2021","Pfizer/BioNTech","2223"
"Slovenia","1/13/2021","Pfizer/BioNTech","2471"
"Slovenia","1/14/2021","Pfizer/BioNTech","2689"
"Slovenia","1/15/2021","Pfizer/BioNTech","3036"
"Slovenia","1/16/2021","Pfizer/BioNTech","3073"
"Slovenia","1/17/2021","Pfizer/BioNTech","3070"
"Slovenia","1/18/2021","Pfizer/BioNTech","2942"
"Slovenia","1/19/2021","Pfizer/BioNTech","2772"
"Slovenia","1/20/2021","Pfizer/BioNTech","2415"
"Slovenia","1/21/2021","Pfizer/BioNTech","2420"
"Slovenia","1/22/2021","Pfizer/BioNTech","2009"
"Slovenia","1/23/2021","Pfizer/BioNTech","2034"
"Slovenia","1/24/2021","Pfizer/BioNTech","1992"
"Spain","1/4/2021","Moderna, Pfizer/BioNTech","55238"
"Spain","1/5/2021","Moderna, Pfizer/BioNTech","56505"
"Spain","1/6/2021","Moderna, Pfizer/BioNTech","45248"
"Spain","1/7/2021","Moderna, Pfizer/BioNTech","41496"
"Spain","1/8/2021","Moderna, Pfizer/BioNTech","48786"
"Spain","1/9/2021","Moderna, Pfizer/BioNTech","47569"
"Spain","1/10/2021","Moderna, Pfizer/BioNTech","46759"
"Spain","1/11/2021","Moderna, Pfizer/BioNTech","46180"
"Spain","1/12/2021","Moderna, Pfizer/BioNTech","49826"
"Spain","1/13/2021","Moderna, Pfizer/BioNTech","58330"
"Spain","1/14/2021","Moderna, Pfizer/BioNTech","66980"
"Spain","1/15/2021","Moderna, Pfizer/BioNTech","70139"
"Spain","1/16/2021","Moderna, Pfizer/BioNTech","70181"
"Spain","1/17/2021","Moderna, Pfizer/BioNTech","70223"
"Spain","1/18/2021","Moderna, Pfizer/BioNTech","70264"
"Spain","1/19/2021","Moderna, Pfizer/BioNTech","68282"
"Spain","1/20/2021","Moderna, Pfizer/BioNTech","63471"
"Spain","1/21/2021","Moderna, Pfizer/BioNTech","61016"
"Spain","1/22/2021","Moderna, Pfizer/BioNTech","56696"
"Spain","1/23/2021","Moderna, Pfizer/BioNTech","53971"
"Spain","1/24/2021","Moderna, Pfizer/BioNTech","51247"
"Spain","1/25/2021","Moderna, Pfizer/BioNTech","48522"
"Sweden","12/27/2020","Pfizer/BioNTech","5382.5"
"Sweden","12/28/2020","Pfizer/BioNTech","3859"
"Sweden","12/29/2020","Pfizer/BioNTech","3859"
"Sweden","12/30/2020","Pfizer/BioNTech","3859"
"Sweden","12/31/2020","Pfizer/BioNTech","3859"
"Sweden","1/1/2021","Pfizer/BioNTech","3859"
"Sweden","1/2/2021","Pfizer/BioNTech","3859"
